stop_id,stop_name,stop_desc,stop_lat,stop_lon,level_id,location_type,parent_station,wheelchair_boarding,stop_code,platform_code,platform_name,zone_id,stop_url,stop_address
1876,Weld St @ Alward Rd,,42.293742,-71.139006,,0,,0,1876,,,,https://www.mbta.com/stops/1876,
1877,Weld St @ Morey St,,42.293627,-71.140097,,0,,0,1877,,,,https://www.mbta.com/stops/1877,
1878,Weld St @ Gretter Rd,,42.293171,-71.143458,,0,,0,1878,,,,https://www.mbta.com/stops/1878,
1879,Weld St @ Lantern Ln,,42.293284,-71.144283,,0,,0,1879,,,,https://www.mbta.com/stops/1879,
188,Massachusetts Ave @ Massachusetts Ave Station,,42.341570,-71.083092,,0,place-masta,1,188,,,,https://www.mbta.com/stops/place-masta,
1880,Weld St @ W Roxbury Pkwy,,42.293706,-71.145896,,0,,0,1880,,,,https://www.mbta.com/stops/1880,
1881,Weld St @ Church St,,42.293151,-71.149288,,0,,0,1881,,,,https://www.mbta.com/stops/1881,
1882,Weld St @ Russet Rd,,42.293036,-71.152187,,0,,0,1882,,,,https://www.mbta.com/stops/1882,
1883,Weld St @ Manthorne Rd,,42.293042,-71.154234,,0,,0,1883,,,,https://www.mbta.com/stops/1883,
1884,Weld St @ Willow St,,42.292196,-71.155610,,0,,0,1884,,,,https://www.mbta.com/stops/1884,
1885,Weld St @ Maple St,,42.291572,-71.157158,,0,,0,1885,,,,https://www.mbta.com/stops/1885,
1886,Weld St @ Avalon Rd,,42.291864,-71.158550,,0,,0,1886,,,,https://www.mbta.com/stops/1886,
1887,Weld St @ Corey St,,42.291637,-71.160532,,0,,0,1887,,,,https://www.mbta.com/stops/1887,
1888,Corey St @ VFW Pkwy,,42.293228,-71.162319,,0,,0,1888,,,,https://www.mbta.com/stops/1888,
1889,650 VFW Pkwy,,42.295163,-71.158588,,0,,0,1889,,,,https://www.mbta.com/stops/1889,
1890,286 Independence Dr,,42.296741,-71.157705,,0,,0,1890,,,,https://www.mbta.com/stops/1890,
1891,Independence Dr @ Thornton Rd,,42.298163,-71.156897,,0,,0,1891,,,,https://www.mbta.com/stops/1891,
1892,Independence Dr opp Gerry Rd,,42.299797,-71.155447,,0,,0,1892,,,,https://www.mbta.com/stops/1892,
18924,404 Wyman St,,42.406948,-71.256710,,0,,1,18924,,,,https://www.mbta.com/stops/18924,
18925,Opp 175 Wyman St,,42.402027,-71.258987,,0,,1,18925,,,,https://www.mbta.com/stops/18925,
18926,Wyman St @ Winter St,,42.397266,-71.260174,,0,,0,18926,,,,https://www.mbta.com/stops/18926,
18928,Totten Pond Rd @ Third Ave,,42.396875,-71.259296,,0,,0,18928,,,,https://www.mbta.com/stops/18928,
18929,Totten Pond Rd @ Craig Ln,,42.395452,-71.248280,,0,,0,18929,,,,https://www.mbta.com/stops/18929,
1893,Grove St @ Russet Rd,,42.301237,-71.153794,,0,,0,1893,,,,https://www.mbta.com/stops/1893,
18930,Totten Pond Rd @ Rando Ln,,42.391378,-71.242473,,0,,0,18930,,,,https://www.mbta.com/stops/18930,
18931,400 Totten Pond Rd,,42.397449,-71.253126,,0,,2,18931,,,,https://www.mbta.com/stops/18931,
18932,440 Totten Pond Rd,,42.397198,-71.255369,,0,,1,18932,,,,https://www.mbta.com/stops/18932,
1895,Grove St @ South St,,42.302621,-71.152112,,0,,0,1895,,,,https://www.mbta.com/stops/1895,
18974,River St @ Milton St,,42.242369,-71.147075,,0,,1,18974,,,,https://www.mbta.com/stops/18974,
18975,River St @ Milton St,,42.242361,-71.147704,,0,,0,18975,,,,https://www.mbta.com/stops/18975,
19,Dorchester St @ Old Harbor St,,42.334495,-71.047576,,0,,0,19,,,,https://www.mbta.com/stops/19,
190,Congress St @ State St,,42.358789,-71.056733,,0,,1,190,,,,https://www.mbta.com/stops/190,
1900,Centre St @ Pearl St,,42.358456,-71.185026,,0,,0,1900,,,,https://www.mbta.com/stops/1900,
19031,400 Centre St - West,,42.355938,-71.185299,,0,,0,19031,,,,https://www.mbta.com/stops/19031,
19073,Franklin St @ Vinton St,,42.468702,-71.071718,,0,,0,19073,,,,https://www.mbta.com/stops/19073,
191,Congress St @ North St,,42.360387,-71.057129,,0,,0,191,,,,https://www.mbta.com/stops/191,
19182,Main St @ North St,,42.497865,-71.069345,,0,,0,19182,,,,https://www.mbta.com/stops/19182,
1920,Ipswich St @ Charlesgate East,,42.347531,-71.091822,,0,,2,1920,,,,https://www.mbta.com/stops/1920,
19201,Cambridge St opp Elko St,,42.349311,-71.149073,,0,,1,19201,,,,https://www.mbta.com/stops/19201,
19208,Main St @ Pine Banks Park,,42.440904,-71.068020,,0,,0,19208,,,,https://www.mbta.com/stops/19208,
1921,Ipswich St @ Lansdowne St,,42.347235,-71.094369,,0,,1,1921,,,,https://www.mbta.com/stops/1921,
19215,Florence St @ Ramsdell Rd,,42.428682,-71.067966,,0,,1,19215,,,,https://www.mbta.com/stops/19215,
1922,Ipswich St @ Boylston St,,42.345285,-71.095432,,0,,0,1922,,,,https://www.mbta.com/stops/1922,
1923,Boylston St @ Jersey St,,42.344621,-71.097778,,0,,1,1923,,,,https://www.mbta.com/stops/1923,
1924,Kilmarnock St @ Peterborough St,,42.343165,-71.099663,,0,,0,1924,,,,https://www.mbta.com/stops/1924,
1925,Kilmarnock St @ Queensberry St,,42.342318,-71.099287,,0,,1,1925,,,,https://www.mbta.com/stops/1925,
19253,Woburn St @ Lowell St - Reading Sq,,42.524955,-71.102987,,0,,1,19253,,,,https://www.mbta.com/stops/19253,
1926,Queensberry St @ Jersey St,,42.342769,-71.097113,,0,,0,1926,,,,https://www.mbta.com/stops/1926,
1927,Jersey St @ Boylston,,42.344478,-71.097768,,0,,1,1927,,,,https://www.mbta.com/stops/1927,
1928,Ipswich St @ Boylston St,,42.345375,-71.095339,,0,,1,1928,,,,https://www.mbta.com/stops/1928,
1929,Ipswich St @ Lansdowne St,,42.347221,-71.094218,,0,,1,1929,,,,https://www.mbta.com/stops/1929,
1930,Ipswich St @ Charlesgate East,,42.347441,-71.091268,,0,,1,1930,,,,https://www.mbta.com/stops/1930,
1931,Ipswich St @ Boylston St,,42.346945,-71.089362,,0,,1,1931,,,,https://www.mbta.com/stops/1931,
1932,Boylston St @ Saint Cecilia St,,42.347484,-71.086869,,0,,2,1932,,,,https://www.mbta.com/stops/1932,
1936,South St @ Spalding St,,42.303741,-71.114635,,0,,1,1936,,,,https://www.mbta.com/stops/1936,
1937,South St @ Child St,,42.306545,-71.115144,,0,,0,1937,,,,https://www.mbta.com/stops/1937,
1939,775 Centre St,,42.309949,-71.115345,,0,,1,1939,,,,https://www.mbta.com/stops/1939,
1940,Centre St @ Aldworth St,,42.308799,-71.118664,,0,,1,1940,,,,https://www.mbta.com/stops/1940,
19402,Washington St @ W Newton St,Washington St @ W Newton St - Silver Line - Dudley,42.338788,-71.073825,level_in_street,0,,1,19402,,Dudley,,https://www.mbta.com/stops/19402,"Washington St and W Newton St, Boston, MA"
1941,Centre St @ Orchard St,,42.308976,-71.120002,,0,,1,1941,,,,https://www.mbta.com/stops/1941,
19573,Pleasant St opp Frances St,,42.449291,-71.070530,,0,,0,19573,,,,https://www.mbta.com/stops/19573,
19618,Washington St @ Harmony Hill Way,,42.234627,-71.183304,,0,,0,19618,,,,https://www.mbta.com/stops/19618,
1965,Boylston St @ Star Market - Service Rd,,42.323161,-71.166186,,0,,0,1965,,,,https://www.mbta.com/stops/1965,
19661,Mall at Chestnut Hill @ Bloomingdales,,42.322005,-71.177672,,0,,0,19661,,,,https://www.mbta.com/stops/19661,
19821,Boylston St @ Tully St,,42.322323,-71.167627,,0,,1,19821,,,,https://www.mbta.com/stops/19821,
1984,Boylston St @ Hammond St,,42.323275,-71.163979,,0,,1,1984,,,,https://www.mbta.com/stops/1984,
1994,Winship St @ Union St,,42.346188,-71.152449,,0,,0,1994,,,,https://www.mbta.com/stops/1994,
2,Washington St @ Melnea Cass Blvd,,42.332324,-71.081252,,0,,0,2,,,,https://www.mbta.com/stops/2,
20,Dorchester St @ E Broadway,,42.335377,-71.045728,,0,,1,20,,,,https://www.mbta.com/stops/20,
20009,Massachusetts Ave @ Peirson St,,42.329579,-71.069264,,0,,1,20009,,,,https://www.mbta.com/stops/20009,
2002,Centre St @ Arborway,,42.308948,-71.120575,,0,,2,2002,,,,https://www.mbta.com/stops/2002,
2003,Centre St @ Ballard St,,42.308723,-71.118110,,0,,2,2003,,,,https://www.mbta.com/stops/2003,
2006,South St @ Jamaica St,,42.306131,-71.115091,,0,,0,2006,,,,https://www.mbta.com/stops/2006,
2007,South St @ St Rose St,,42.304396,-71.114769,,0,,0,2007,,,,https://www.mbta.com/stops/2007,
2020,Mt Auburn St @ Story St,,42.373515,-71.123270,,0,,1,2020,,,,https://www.mbta.com/stops/2020,
2021,Mt Auburn St @ Ash St,,42.374356,-71.125630,,0,,1,2021,,,,https://www.mbta.com/stops/2021,
2023,Mt Auburn St @ Sparks St,,42.374729,-71.130454,,0,,1,2023,,,,https://www.mbta.com/stops/2023,
2025,Mt Auburn St @ Longfellow Rd,,42.374937,-71.133865,,0,,1,2025,,,,https://www.mbta.com/stops/2025,
2026,Mt Auburn St @ Traill St,,42.375072,-71.136647,,0,,1,2026,,,,https://www.mbta.com/stops/2026,
2027,Mt Auburn St opp Coolidge Ave,,42.374972,-71.139580,,0,,0,2027,,,,https://www.mbta.com/stops/2027,
2028,Mt Auburn St @ Brattle St,,42.375397,-71.143947,,0,,0,2028,,,,https://www.mbta.com/stops/2028,
2030,Mt Auburn St @ Homer Ave,,42.374974,-71.148307,,0,,1,2030,,,,https://www.mbta.com/stops/2030,
2032,Mt Auburn St @ Saint Marys St,,42.373852,-71.152440,,0,,1,2032,,,,https://www.mbta.com/stops/2032,
2033,Mt Auburn St @ Keenan St,,42.372849,-71.155032,,0,,1,2033,,,,https://www.mbta.com/stops/2033,
2034,Mt Auburn St @ Kimball Rd,,42.371608,-71.157636,,0,,1,2034,,,,https://www.mbta.com/stops/2034,
2036,Mt Auburn St @ Upland Rd,,42.370398,-71.160617,,0,,1,2036,,,,https://www.mbta.com/stops/2036,
2037,Mt Auburn St @ Winsor Ave,,42.370899,-71.163428,,0,,1,2037,,,,https://www.mbta.com/stops/2037,
2038,Mt Auburn St @ Adams Ave,,42.370076,-71.166657,,0,,1,2038,,,,https://www.mbta.com/stops/2038,
2040,Mt Auburn St @ Amherst Rd,,42.370094,-71.171006,,0,,1,2040,,,,https://www.mbta.com/stops/2040,
2042,Mt Auburn St @ Russell Ave,,42.368480,-71.176239,,0,,1,2042,,,,https://www.mbta.com/stops/2042,
2043,Mt Auburn St @ Marshall St,,42.367918,-71.179010,,0,,1,2043,,,,https://www.mbta.com/stops/2043,
2044,Mt Auburn St @ Summer St,,42.366608,-71.181318,,0,,1,2044,,,,https://www.mbta.com/stops/2044,
2046,Mt Auburn St @ Main St,,42.365356,-71.184189,,0,,1,2046,,,,https://www.mbta.com/stops/2046,
2047,Mt Auburn St @ Bates Rd E,,42.369064,-71.174098,,0,,1,2047,,,,https://www.mbta.com/stops/2047,
2048,Mt Auburn St @ Main St,,42.365489,-71.183729,,0,,1,2048,,,,https://www.mbta.com/stops/2048,
2049,Mt Auburn St @ Patten St,,42.366566,-71.181182,,0,,1,2049,,,,https://www.mbta.com/stops/2049,
2050,Mt Auburn St @ Parker St,,42.367937,-71.178736,,0,,1,2050,,,,https://www.mbta.com/stops/2050,
2051,Mt Auburn St @ Franklin St,,42.368385,-71.176092,,0,,0,2051,,,,https://www.mbta.com/stops/2051,
2052,Mt Auburn St @ Walnut St,,42.368947,-71.173980,,0,,1,2052,,,,https://www.mbta.com/stops/2052,
2054,Mt Auburn St @ Boylston St,,42.370002,-71.170729,,0,,1,2054,,,,https://www.mbta.com/stops/2054,
2056,Mt Auburn St @ Winthrop St,,42.369923,-71.167329,,0,,1,2056,,,,https://www.mbta.com/stops/2056,
2057,Mt Auburn St @ School St,,42.370622,-71.164816,,0,,0,2057,,,,https://www.mbta.com/stops/2057,
2058,Mt Auburn St @ Adams St,,42.370401,-71.161446,,0,,1,2058,,,,https://www.mbta.com/stops/2058,
2060,Mt Auburn St @ Bigelow Ave,,42.371186,-71.157955,,0,,1,2060,,,,https://www.mbta.com/stops/2060,
2061,Mt Auburn St opp Keenan St,,42.372823,-71.154724,,0,,1,2061,,,,https://www.mbta.com/stops/2061,
20618,Washington St opp Holiday Inn,,42.231509,-71.184959,,0,,0,20618,,,,https://www.mbta.com/stops/20618,
20619,Washington St @ Gay St,,42.228642,-71.186133,,0,,0,20619,,,,https://www.mbta.com/stops/20619,
2062,Mt Auburn St @ Ralph Piteri Terr,,42.373770,-71.152276,,0,,1,2062,,,,https://www.mbta.com/stops/2062,
20620,Washington St opp Waldo Way,,42.222293,-71.187526,,0,,0,20620,,,,https://www.mbta.com/stops/20620,
2064,Mt Auburn St opp Homer Ave,,42.374908,-71.147889,,0,,1,2064,,,,https://www.mbta.com/stops/2064,
2066,Mt Auburn St opp Brattle St,,42.375306,-71.143859,,0,,1,2066,,,,https://www.mbta.com/stops/2066,
2067,Mt Auburn St @ Coolidge Ave,,42.374899,-71.139853,,0,,1,2067,,,,https://www.mbta.com/stops/2067,
2068,Mt Auburn St opp Traill St,,42.374987,-71.136551,,0,,1,2068,,,,https://www.mbta.com/stops/2068,
2070,Mt Auburn St @ Mt Auburn Hospital,,42.374772,-71.133231,,0,,1,2070,,,,https://www.mbta.com/stops/2070,
2071,Mt Auburn St opp Sparks St,,42.374625,-71.130712,,0,,0,2071,,,,https://www.mbta.com/stops/2071,
2073,Mt Auburn St @ Brewer St,,42.373956,-71.124752,,0,,1,2073,,,,https://www.mbta.com/stops/2073,
2074,Mt Auburn St @ University Rd,,42.373051,-71.122407,,0,,0,2074,,,,https://www.mbta.com/stops/2074,
2076,Harvard,Harvard - Lower Busway,42.373362,-71.118956,level_-2_low_platform,0,place-harsq,0,2076,,Lower Busway,,https://www.mbta.com/stops/place-harsq,
20761,Harvard,Harvard - Upper Busway,42.373362,-71.118956,level_-1_up_platform,0,place-harsq,0,20761,,Upper Busway,,https://www.mbta.com/stops/place-harsq,
2077,Aberdeen Ave @ Mt Auburn St,,42.375543,-71.145767,,0,,1,2077,,,,https://www.mbta.com/stops/2077,
2078,61 Aberdeen Ave,,42.376545,-71.146202,,0,,1,2078,,,,https://www.mbta.com/stops/2078,
2079,Aberdeen Ave @ Huron Ave,,42.378329,-71.147050,,0,,1,2079,,,,https://www.mbta.com/stops/2079,
208,Summer St @ Powerhouse St,,42.339963,-71.035615,,0,,0,208,,,,https://www.mbta.com/stops/208,
2080,Huron Ave @ Larch Rd,,42.380171,-71.143606,,0,,0,2080,,,,https://www.mbta.com/stops/2080,
2082,Huron Ave @ Lake View Ave,,42.380851,-71.140111,,0,,0,2082,,,,https://www.mbta.com/stops/2082,
2083,Huron Ave @ Gurney St,,42.381198,-71.137926,,0,,1,2083,,,,https://www.mbta.com/stops/2083,
2085,Huron Ave @ Appleton St,,42.381367,-71.133180,,0,,1,2085,,,,https://www.mbta.com/stops/2085,
2090,Huron Ave @ Vassal Ln,,42.381553,-71.134626,,0,,1,2090,,,,https://www.mbta.com/stops/2090,
2092,Huron Ave @ Fayerweather St,,42.381323,-71.137529,,0,,0,2092,,,,https://www.mbta.com/stops/2092,
2093,Huron Ave @ Lake View Ave,,42.380926,-71.140218,,0,,0,2093,,,,https://www.mbta.com/stops/2093,
2095,Huron Ave @ Larch Rd,,42.380242,-71.143720,,0,,0,2095,,,,https://www.mbta.com/stops/2095,
2096,Aberdeen Ave @ Huron Ave,,42.378569,-71.147434,,0,,1,2096,,,,https://www.mbta.com/stops/2096,
2097,Opp 61 Aberdeen Ave,,42.376937,-71.146734,,0,,1,2097,,,,https://www.mbta.com/stops/2097,
2098,Aberdeen Ave @ Mt Auburn St,,42.375483,-71.146112,,0,,1,2098,,,,https://www.mbta.com/stops/2098,
2099,Trapelo Rd @ Church St,,42.387500,-71.189976,,0,,0,2099,,,,https://www.mbta.com/stops/2099,
21,E Broadway @ G St,,42.335407,-71.044392,,0,,1,21,,,,https://www.mbta.com/stops/21,
210,Summer St @ Drydock Ave,,42.344381,-71.039016,,0,,1,210,,,,https://www.mbta.com/stops/210,
2101,Trapelo Rd @ Sycamore St,,42.386537,-71.186867,,0,,1,2101,,,,https://www.mbta.com/stops/2101,
2102,Trapelo Rd @ Beech St,,42.385457,-71.183865,,0,,1,2102,,,,https://www.mbta.com/stops/2102,
2103,Trapelo Rd @ Walnut St,,42.384554,-71.182453,,0,,0,2103,,,,https://www.mbta.com/stops/2103,
2104,Trapelo Rd @ Bartlett Ave,,42.382468,-71.180216,,0,,0,2104,,,,https://www.mbta.com/stops/2104,
2106,Trapelo Rd @ Williston Rd - Cushing Square,,42.380985,-71.175891,,0,,1,2106,,,,https://www.mbta.com/stops/2106,
2107,36 Trapelo Rd,,42.379567,-71.172859,,0,,0,2107,,,,https://www.mbta.com/stops/2107,
2108,Trapelo Rd @ Belmont St - Benton Square,,42.378279,-71.170735,,0,,1,2108,,,,https://www.mbta.com/stops/2108,
2110,Belmont St opp Payson St,,42.377172,-71.166499,,0,,1,2110,,,,https://www.mbta.com/stops/2110,
2112,Belmont St @ Langdon Ave,,42.376769,-71.162707,,0,,0,2112,,,,https://www.mbta.com/stops/2112,
2113,Belmont St @ Woodleigh Rd,,42.376564,-71.160444,,0,,0,2113,,,,https://www.mbta.com/stops/2113,
21148,Malcolm X Blvd @ Tremont St,,42.331345,-71.093318,,0,,1,21148,,,,https://www.mbta.com/stops/21148,
2115,Belmont St @ Prentiss St,,42.375529,-71.156581,,0,,0,2115,,,,https://www.mbta.com/stops/2115,
21151,Warren St @ Kearsarge Ave,,42.327349,-71.083021,,0,,1,21151,,,,https://www.mbta.com/stops/21151,
21158,Harrison Ave. opp Plympton St,,42.339855,-71.069091,,0,,1,21158,,,,https://www.mbta.com/stops/21158,
2116,Purchase St @ Pearl St,,42.354588,-71.053278,,0,,1,2116,,,,https://www.mbta.com/stops/2116,
2117,Belmont St @ St. Mary's St,,42.374910,-71.152670,,0,,1,2117,,,,https://www.mbta.com/stops/2117,
2118,Belmont St @ Cushing St,,42.374923,-71.151511,,0,,1,2118,,,,https://www.mbta.com/stops/2118,
21187,Washington St @ Montebello Rd,,42.312558,-71.101557,,0,,1,21187,,,,https://www.mbta.com/stops/21187,
2119,Belmont St @ Sullivan Rd,,42.375167,-71.154041,,0,,0,2119,,,,https://www.mbta.com/stops/2119,
212,Summer St @ D St,,42.345781,-71.041180,,0,,1,212,,,,https://www.mbta.com/stops/212,
2121,Belmont St @ Marlboro St,,42.375968,-71.157563,,0,,0,2121,,,,https://www.mbta.com/stops/2121,
2122,Belmont St @ Falmouth St,,42.376771,-71.160940,,0,,1,2122,,,,https://www.mbta.com/stops/2122,
2123,Belmont St @ School St,,42.376930,-71.163357,,0,,1,2123,,,,https://www.mbta.com/stops/2123,
2124,Belmont St @ Payson Rd,,42.377259,-71.166350,,0,,1,2124,,,,https://www.mbta.com/stops/2124,
2125,Belmont St @ Oakley Rd,,42.377820,-71.169553,,0,,0,2125,,,,https://www.mbta.com/stops/2125,
2126,Trapelo Rd @ Willow St,,42.379740,-71.172840,,0,,1,2126,,,,https://www.mbta.com/stops/2126,
2127,Trapelo Rd opp Williston Rd - Cushing Square,,42.381068,-71.175691,,0,,1,2127,,,,https://www.mbta.com/stops/2127,
2128,Trapelo Rd opp Poplar St,,42.381743,-71.178011,,0,,0,2128,,,,https://www.mbta.com/stops/2128,
2129,Trapelo Rd @ Slade St,,42.382659,-71.180186,,0,,0,2129,,,,https://www.mbta.com/stops/2129,
2130,Trapelo Rd opp Walnut St,,42.384658,-71.182408,,0,,0,2130,,,,https://www.mbta.com/stops/2130,
2131,Trapelo Rd @ Beech St,,42.385656,-71.184073,,0,,1,2131,,,,https://www.mbta.com/stops/2131,
21317,Huntington Ave @ Wigglesworth St,,42.334833,-71.102701,,0,,0,21317,,,,https://www.mbta.com/stops/21317,
2133,Trapelo Rd @ Waverley St,,42.387089,-71.188115,,0,,1,2133,,,,https://www.mbta.com/stops/2133,
2134,Church St @ Lexington St,,42.387194,-71.190609,,0,,0,2134,,,,https://www.mbta.com/stops/2134,
2135,Alexander Ave @ Leonard St,,42.398454,-71.174374,,0,,0,2135,,,,https://www.mbta.com/stops/2135,
2136,Leonard St @ Moore St - Belmont Center,,42.396941,-71.175746,,0,,1,2136,,,,https://www.mbta.com/stops/2136,
21365,S Huntington Ave @ Huntington Ave,,42.331803,-71.112061,,0,,0,21365,,,,https://www.mbta.com/stops/21365,
2137,Concord Ave @ Leonard St,,42.395598,-71.175123,,0,,1,2137,,,,https://www.mbta.com/stops/2137,
2138,Opp 385 Concord Ave,,42.395040,-71.173204,,0,,0,2138,,,,https://www.mbta.com/stops/2138,
2139,Concord Ave @ Cottage St,,42.394334,-71.170817,,0,,1,2139,,,,https://www.mbta.com/stops/2139,
214,Seaport Blvd @ World Trade Center Opp. Seaport Htl,,42.349922,-71.041347,,0,,1,214,,,,https://www.mbta.com/stops/214,
2140,Concord Ave @ Myrtle St,,42.393894,-71.169453,,0,,0,2140,,,,https://www.mbta.com/stops/2140,
2141,Concord Ave @ Orchard St,,42.393207,-71.167091,,0,,1,2141,,,,https://www.mbta.com/stops/2141,
21411,Winthrop St @ Chester Ave,,42.413401,-71.120448,,0,,0,21411,,,,https://www.mbta.com/stops/21411,
2142,Concord Ave @ Louise Rd,,42.392710,-71.165387,,0,,0,2142,,,,https://www.mbta.com/stops/2142,
2143,Concord Ave @ Edgemoor Rd,,42.392231,-71.163816,,0,,0,2143,,,,https://www.mbta.com/stops/2143,
2144,Concord Ave @ Watson Rd,,42.391690,-71.161839,,0,,1,2144,,,,https://www.mbta.com/stops/2144,
2145,Bright Rd @ Gale Rd,,42.388980,-71.161128,,0,,0,2145,,,,https://www.mbta.com/stops/2145,
2146,Bright Rd @ Washington St,,42.386573,-71.161130,,0,,0,2146,,,,https://www.mbta.com/stops/2146,
2147,Blanchard Rd opp Glenn Rd,,42.389003,-71.157249,,0,,0,2147,,,,https://www.mbta.com/stops/2147,
2148,Concord Ave opp Sancta Maria Hospital,,42.390758,-71.156875,,0,,1,2148,,,,https://www.mbta.com/stops/2148,
2149,Concord Ave @ Spinelli Pl,,42.390463,-71.154130,,0,,1,2149,,,,https://www.mbta.com/stops/2149,
215,Northern Ave opp Federal Courthouse,,42.353433,-71.047089,,0,,0,215,,,,https://www.mbta.com/stops/215,
2150,Concord Ave opp Smith Pl,,42.390038,-71.150767,,0,,1,2150,,,,https://www.mbta.com/stops/2150,
2151,Concord Ave opp Moulton St,,42.389522,-71.147954,,0,,1,2151,,,,https://www.mbta.com/stops/2151,
2152,Concord Ave opp Fawcett St,,42.389131,-71.146219,,0,,1,2152,,,,https://www.mbta.com/stops/2152,
2153,Concord Ave opp Wheeler St,,42.388777,-71.144816,,0,,1,2153,,,,https://www.mbta.com/stops/2153,
2154,Concord Ave opp New St,,42.386670,-71.141322,,0,,0,2154,,,,https://www.mbta.com/stops/2154,
2155,Concord Ave opp Fern St,,42.385954,-71.139005,,0,,0,2155,,,,https://www.mbta.com/stops/2155,
2156,Concord Ave @ Alpine St,,42.385241,-71.137410,,0,,1,2156,,,,https://www.mbta.com/stops/2156,
2158,Concord Ave @ Walden St,,42.383832,-71.134224,,0,,0,2158,,,,https://www.mbta.com/stops/2158,
21587,Circuit Dr opp Shattuck Hospital,,42.300863,-71.102447,,0,,2,21587,,,,https://www.mbta.com/stops/21587,
2159,Concord Ave @ Huron Ave,,42.382321,-71.130977,,0,,1,2159,,,,https://www.mbta.com/stops/2159,
2160,Concord Ave @ Buckingham St,,42.381137,-71.128988,,0,,0,2160,,,,https://www.mbta.com/stops/2160,
2161,Concord Ave @ Parker St,,42.380287,-71.127420,,0,,0,2161,,,,https://www.mbta.com/stops/2161,
21618,Washington St @ Chickering Rd,,42.229618,-71.185836,,0,,0,21618,,,,https://www.mbta.com/stops/21618,
2162,Concord Ave @ Craigie St,,42.379428,-71.125867,,0,,0,2162,,,,https://www.mbta.com/stops/2162,
2163,Concord Ave @ Garden St,,42.378371,-71.123878,,0,,0,2163,,,,https://www.mbta.com/stops/2163,
2166,Quincy St @ Broadway opp Fogg Museum,,42.374685,-71.114570,,0,,0,2166,,,,https://www.mbta.com/stops/2166,
2167,Quincy St @ Harvard St,,42.372401,-71.115202,,0,,0,2167,,,,https://www.mbta.com/stops/2167,
2168,Massachusetts Ave @ Johnston Gate,,42.375131,-71.118511,,0,,1,2168,,,,https://www.mbta.com/stops/2168,
2170,Garden St opp Mason St,,42.376523,-71.121975,,0,,0,2170,,,,https://www.mbta.com/stops/2170,
2171,Garden St @ Concord Ave,,42.378295,-71.123583,,0,,1,2171,,,,https://www.mbta.com/stops/2171,
2172,Concord Ave @ Chauncy St,,42.378740,-71.124379,,0,,0,2172,,,,https://www.mbta.com/stops/2172,
2173,Concord Ave opp Craigie St,,42.379397,-71.125597,,0,,0,2173,,,,https://www.mbta.com/stops/2173,
2174,Concord Ave @ Bond St,,42.380377,-71.127371,,0,,0,2174,,,,https://www.mbta.com/stops/2174,
2175,Concord Ave opp Buckingham St,,42.381103,-71.128718,,0,,0,2175,,,,https://www.mbta.com/stops/2175,
2176,Concord Ave @ Huron Ave,,42.382317,-71.130813,,0,,1,2176,,,,https://www.mbta.com/stops/2176,
2177,Concord Ave @ Walden St,,42.383906,-71.134151,,0,,0,2177,,,,https://www.mbta.com/stops/2177,
21772,Amesbury St @ Vassar St,,42.354929,-71.105120,,0,,0,21772,,,,https://www.mbta.com/stops/21772,
21773,Vassar St @ Massachusetts Ave,,42.360559,-71.093953,,0,,1,21773,,,,https://www.mbta.com/stops/21773,
2179,Concord Ave @ Alpine St,,42.385354,-71.137421,,0,,0,2179,,,,https://www.mbta.com/stops/2179,
218,Congress St @ Sleeper St,,42.351593,-71.050343,,0,,1,218,,,,https://www.mbta.com/stops/218,
2180,Concord Ave @ Birch St,,42.386307,-71.139558,,0,,0,2180,,,,https://www.mbta.com/stops/2180,
2181,Concord Ave @ New St,,42.387214,-71.141497,,0,,0,2181,,,,https://www.mbta.com/stops/2181,
2182,Concord Ave @ Wheeler St,,42.388923,-71.144847,,0,,1,2182,,,,https://www.mbta.com/stops/2182,
2183,Concord Ave @ Fawcett St,,42.389262,-71.146187,,0,,1,2183,,,,https://www.mbta.com/stops/2183,
21835,Chestnut Hill Ave @ Eliot St,,42.326893,-71.143258,,0,,0,21835,,,,https://www.mbta.com/stops/21835,
21839,Corey St @ Marlin Rd,,42.294328,-71.164831,,0,,0,21839,,,,https://www.mbta.com/stops/21839,
2184,Concord Ave @ Moulton St,,42.389704,-71.148279,,0,,1,2184,,,,https://www.mbta.com/stops/2184,
2185,Concord Ave @ Smith Pl,,42.390130,-71.150509,,0,,0,2185,,,,https://www.mbta.com/stops/2185,
2186,Concord Ave @ Spinelli Pl,,42.390563,-71.153875,,0,,0,2186,,,,https://www.mbta.com/stops/2186,
2187,799 Concord Ave,,42.390940,-71.156945,,0,,1,2187,,,,https://www.mbta.com/stops/2187,
2188,Blanchard Rd @ Glenn Rd,,42.388819,-71.157434,,0,,0,2188,,,,https://www.mbta.com/stops/2188,
2189,Bright Rd @ Washington St,,42.386639,-71.161007,,0,,0,2189,,,,https://www.mbta.com/stops/2189,
2190,Bright Rd @ Glenn Rd,,42.389034,-71.160998,,0,,0,2190,,,,https://www.mbta.com/stops/2190,
2191,Concord Ave @ Trowbridge St,,42.391782,-71.161205,,0,,1,2191,,,,https://www.mbta.com/stops/2191,
21916,Grove St @ Bellingham St,,42.304222,-71.150105,,0,,0,21916,,,,https://www.mbta.com/stops/21916,
