route_pattern_id,route_id,direction_id,route_pattern_name,route_pattern_time_desc,route_pattern_typicality,route_pattern_sort_order,representative_trip_id,canonical_route_pattern
714-_-0,714,0,Hingham Depot - Pemberton Point,,1,571400000,60504501,0
714-_-1,714,1,Pemberton Point - Hingham Depot,,1,571401000,60504505,0
716-_-0,716,0,Mattapan Station - Cobbs Corner,Weekdays only,1,571600000,60504611,0
716-1-0,716,0,Mattapan Station - Cobbs Corner (Omits Royall St),Saturdays only,2,571600030,60504587,0
716-_-1,716,1,Cobbs Corner - Mattapan Station,Weekdays only,1,571601000,60504606,0
716-1-1,716,1,Cobbs Corner - Mattapan Station (Omits Royall St),Saturdays only,2,571601030,60504592,0
Shuttle-AshlandFramingham-0-0,Shuttle-AshlandFramingham,0,Framingham - Ashland,,4,602380990,CR-627999-541-AshClosedFramShuttleDyn1,0
Shuttle-AshlandFramingham-0-1,Shuttle-AshlandFramingham,1,Ashland - Framingham,,4,602381990,CR-628001-538-AshClosedFramShuttleDyn1,0
Shuttle-CopleyKenmore-0-0,Shuttle-CopleyKenmore,0,Back Bay - Kenmore,,4,614250990,60564105-GovtCtrKenmoreCDGovtCtrNorthStaHeathNorthSusGovtCtrKenmoreCD,0
Shuttle-CopleyKenmore-0-1,Shuttle-CopleyKenmore,1,Kenmore - Back Bay,,4,614251990,60564106-GovtCtrKenmoreCDGovtCtrNorthStaHeathNorthSusGovtCtrKenmoreCD,0
Shuttle-MedfordNorthStation-0-0,Shuttle-MedfordNorthStation,0,Medford/Tufts - North Station,,4,620650990,60565057-20:45-GovtCtrKenmoreCDGovtCtrNorthStaHeathNorthSusNorthMedfordNorthUnionSuspendD0NorthMedford,0
Shuttle-MedfordNorthStation-0-1,Shuttle-MedfordNorthStation,1,North Station - Medford/Tufts,,4,620651990,60565046-20:45-GovtCtrKenmoreCDGovtCtrNorthStaHeathNorthSusNorthMedfordNorthUnionSuspendD2NorthMedford,0
