"facility_id","property_id","value"
"park-NEC-1969","operator","Greater Attleboro/Taunton Regional Transit Authority"
"park-NEC-1969","owner","Local transit authority"
"park-NEC-1969","contact","SP Plus Corporation"
"park-NEC-1969","contact-url","http://www.gatra.org/index.php/special-services/parking-passes/"
"park-NEC-1969","contact-phone","401-274-5586"
"park-NEC-1969","address","133 S Main St, Attleboro, MA 02703"
"park-NEC-1969","municipality","Attleboro"
"park-NEC-1969","payment-form-accepted","mobile-app"
"park-NEC-1969","payment-app","Parkmobile"
"park-NEC-1969","payment-app-url","https://parkmobile.io/"
"park-NEC-1969","payment-app-id","881"
"park-NEC-1969","fee-daily","$4"
"park-NEC-1969","fee-monthly","$70"
"park-NEC-1969","note","Greater Attleboro/Taunton RTA is responsible for parking maintenance, payments, and snow removal."
"park-WML-0102","enclosed","2"
"park-WML-0102","attended","2"
"park-WML-0102","capacity","33"
"park-WML-0102","capacity-accessible","2"
"park-WML-0102","operator","Republic Parking System"
"park-WML-0102","owner","MassDOT"
"park-WML-0102","contact","MBTA Customer Support"
"park-WML-0102","contact-url","http://www.parkmbta.com/"
"park-WML-0102","contact-phone","617-222-3200"
"park-WML-0102","address","Auburn St and Woodland Rd, Newton, MA 02466"
"park-WML-0102","municipality","Newton"
"park-WML-0102","payment-form-accepted","invoice"
"park-WML-0102","payment-form-accepted","mobile-app"
"park-WML-0102","payment-app","PayByPhone"
"park-WML-0102","payment-app-url","https://www.paybyphone.com/"
"park-WML-0102","payment-app-id","4249"
"park-WML-0102","fee-daily","$4 PayByPhone, $4.50 invoice"
"park-WML-0102","fee-monthly","$70"
"park-WML-0102","weekday-typical-utilization","31"
"park-WML-0102","weekday-utilization-summary","Arrive before a certain time"
"park-WML-0102","weekday-arrive-before","07:30:00"
"park-FR-0361","enclosed","2"
"park-FR-0361","attended","2"
"park-FR-0361","capacity","90"
"park-FR-0361","operator","Town of Ayer"
"park-FR-0361","owner","City/Town"
"park-FR-0361","contact","Ayer Town Hall"
"park-FR-0361","contact-url","https://www.ayer.ma.us/edc/railroads/pages/ayer-commuter-rail-station-commuter-parking"
"park-FR-0361","contact-phone","978-772-8220"
"park-FR-0361","address","70 Main St, Ayer, MA 01432"
"park-FR-0361","municipality","Ayer"
"park-FR-0361","fee-daily","free"
"park-FR-0361","weekday-utilization-summary","Arrive before a certain time"
"park-FR-0361","weekday-arrive-before","06:30:00"
"park-FR-0361","note","Town of Ayer is responsible for parking maintenance, payments, and snow removal."
"park-WR-0205","enclosed","2"
"park-WR-0205","attended","2"
"park-WR-0205","capacity","115"
"park-WR-0205","capacity-accessible","2"
"park-WR-0205","operator","Republic Parking System"
"park-WR-0205","owner","MBTA"
"park-WR-0205","contact","MBTA Customer Support"
"park-WR-0205","contact-url","http://www.parkmbta.com/"
"park-WR-0205","contact-phone","617-222-3200"
"park-WR-0205","address","195 Andover St, Andover, MA 01810"
"park-WR-0205","municipality","Andover"
"park-WR-0205","payment-form-accepted","invoice"
"park-WR-0205","payment-form-accepted","mobile-app"
"park-WR-0205","payment-app","PayByPhone"
"park-WR-0205","payment-app-url","https://www.paybyphone.com/"
"park-WR-0205","payment-app-id","4231"
"park-WR-0205","fee-daily","$4 PayByPhone, $4.50 invoice"
"park-WR-0205","fee-monthly","$70"
"park-WR-0205","weekday-typical-utilization","94"
"park-WR-0205","weekday-utilization-summary","Utilization never crosses 90% of capacity"
"park-bmmnl","enclosed","2"
"park-bmmnl","attended","2"
"park-bmmnl","capacity","424"
"park-bmmnl","capacity-accessible","6"
"park-bmmnl","operator","Republic Parking System"
"park-bmmnl","owner","MBTA"
"park-bmmnl","contact","MBTA Customer Support"
"park-bmmnl","contact-url","http://www.parkmbta.com/"
"park-bmmnl","contact-phone","617-222-3200"
"park-bmmnl","address","630 Winthrop Ave, Revere, MA 02151"
"park-bmmnl","municipality","Revere"
"park-bmmnl","payment-form-accepted","invoice"
"park-bmmnl","payment-form-accepted","mobile-app"
"park-bmmnl","payment-app","PayByPhone"
"park-bmmnl","payment-app-url","https://www.paybyphone.com/"
"park-bmmnl","payment-app-id","4384"
"park-bmmnl","fee-daily","$5 PayByPhone, $5.50 invoice"
"park-bmmnl","fee-monthly","$105"
"park-bmmnl","weekday-typical-utilization","268"
"park-bmmnl","weekday-utilization-summary","Utilization never crosses 90% of capacity"
"park-NB-0072","enclosed","2"
"park-NB-0072","attended","2"
"park-NB-0072","capacity","37"
"park-NB-0072","capacity-accessible","2"
"park-NB-0072","operator","Republic Parking System"
"park-NB-0072","owner","MBTA"
"park-NB-0072","contact","MBTA Customer Support"
"park-NB-0072","contact-url","http://www.parkmbta.com/"
"park-NB-0072","contact-phone","617-222-3200"
"park-NB-0072","address","35 Colbert St, West Roxbury, MA 02132"
"park-NB-0072","municipality","Boston"
"park-NB-0072","payment-form-accepted","invoice"
"park-NB-0072","payment-form-accepted","mobile-app"
"park-NB-0072","payment-app","PayByPhone"
"park-NB-0072","payment-app-url","https://www.paybyphone.com/"
"park-NB-0072","payment-app-id","4360"
"park-NB-0072","fee-daily","$4 PayByPhone, $4.50 invoice"
"park-NB-0072","fee-monthly","$70"
"park-NB-0072","weekday-typical-utilization","25"
"park-NB-0072","weekday-utilization-summary","Utilization never crosses 90% of capacity"
"park-FR-0064-royal","enclosed","2"
"park-FR-0064-royal","attended","2"
"park-FR-0064-royal","capacity","10"
"park-FR-0064-royal","operator","Town of Belmont"
"park-FR-0064-royal","owner","City/Town"
"park-FR-0064-royal","contact","Belmont Police Department, Traffic and Records Division"
"park-FR-0064-royal","contact-url","http://www.belmont-ma.gov/parking-clerk/pages/commuter-parking"
"park-FR-0064-royal","contact-phone","617-993-2530"
"park-FR-0064-royal","address","Royale Rd and Common St, Belmont, MA 02478"
"park-FR-0064-royal","municipality","Belmont"
"park-FR-0064-royal","fee-monthly","$90"
"park-FR-0064-claflin","enclosed","2"
"park-FR-0064-claflin","attended","2"
"park-FR-0064-claflin","capacity","131"
"park-FR-0064-claflin","capacity-accessible","6"
"park-FR-0064-claflin","operator","Town of Belmont"
"park-FR-0064-claflin","owner","City/Town"
"park-FR-0064-claflin","contact","Belmont Police Department, Traffic and Records Division"
"park-FR-0064-claflin","contact-url","http://www.belmont-ma.gov/parking-clerk/pages/commuter-parking"
"park-FR-0064-claflin","contact-phone","617-993-2530"
"park-FR-0064-claflin","address","14 Claflin St, Belmont, MA 02478"
"park-FR-0064-claflin","municipality","Belmont"
"park-FR-0064-claflin","payment-form-accepted","cash"
"park-FR-0064-claflin","payment-form-accepted","credit-debit-card"
"park-FR-0064-claflin","fee-daily","$5"
"park-FR-0064-claflin","fee-monthly","$90"
"park-ER-0183-garage","enclosed","1"
"park-ER-0183-garage","attended","1"
"park-ER-0183-garage","capacity","498"
"park-ER-0183-garage","capacity-accessible","11"
"park-ER-0183-garage","operator","Republic Parking System"
"park-ER-0183-garage","owner","MBTA"
"park-ER-0183-garage","contact","MBTA Customer Support"
"park-ER-0183-garage","contact-url","http://www.parkmbta.com/"
"park-ER-0183-garage","contact-phone","617-222-3200"
"park-ER-0183-garage","address","10 Park St, Beverly, MA 01915"
"park-ER-0183-garage","municipality","Beverly"
"park-ER-0183-garage","payment-form-accepted","cash"
"park-ER-0183-garage","payment-form-accepted","credit-debit-card"
"park-ER-0183-garage","payment-form-accepted","smartcard"
"park-ER-0183-garage","fee-daily","$5 for first 14 hours, $12 for 14-24 hours"
"park-ER-0183-garage","weekday-typical-utilization","279"
"park-ER-0183-garage","weekday-utilization-summary","Utilization never crosses 90% of capacity"
"park-GB-0229","enclosed","2"
"park-GB-0229","attended","2"
"park-GB-0229","capacity","25"
"park-GB-0229","capacity-accessible","1"
"park-GB-0229","operator","City of Beverly"
"park-GB-0229","owner","City/Town"
"park-GB-0229","contact","Beverly City Hall"
"park-GB-0229","contact-url","http://www.beverlyma.gov"
"park-GB-0229","contact-phone","978-921-6000"
"park-GB-0229","address","1 Oak St, Beverly, MA 01915"
"park-GB-0229","municipality","Beverly"
"park-GB-0229","fee-daily","free"
"park-GB-0229","note","City of Beverly is responsible for parking maintenance, payments, and snow removal."
"park-WR-0325","enclosed","2"
"park-WR-0325","attended","2"
"park-WR-0325","capacity","303"
"park-WR-0325","capacity-accessible","9"
"park-WR-0325","operator","Republic Parking System"
"park-WR-0325","owner","MBTA"
"park-WR-0325","contact","MBTA Customer Support"
"park-WR-0325","contact-url","http://www.parkmbta.com/"
"park-WR-0325","contact-phone","617-222-3200"
"park-WR-0325","address","10 Railroad Ave, Bradford, MA 01835"
"park-WR-0325","municipality","Bradford"
"park-WR-0325","payment-form-accepted","invoice"
"park-WR-0325","payment-form-accepted","mobile-app"
"park-WR-0325","payment-app","PayByPhone"
"park-WR-0325","payment-app-url","https://www.paybyphone.com/"
"park-WR-0325","payment-app-id","4232"
"park-WR-0325","fee-daily","$4 PayByPhone, $4.50 invoice"
"park-WR-0325","fee-monthly","$70"
"park-WR-0325","weekday-typical-utilization","61"
"park-WR-0325","weekday-utilization-summary","Utilization never crosses 90% of capacity"
"park-brntn-garage","enclosed","1"
"park-brntn-garage","attended","1"
"park-brntn-garage","capacity","1321"
"park-brntn-garage","capacity-accessible","22"
"park-brntn-garage","operator","Republic Parking System"
"park-brntn-garage","owner","MBTA"
"park-brntn-garage","contact","MBTA Customer Support"
"park-brntn-garage","contact-url","http://www.parkmbta.com/"
"park-brntn-garage","contact-phone","617-222-3200"
"park-brntn-garage","address","197 Ivory St, Braintree, MA 02184"
"park-brntn-garage","municipality","Braintree"
"park-brntn-garage","payment-form-accepted","cash"
"park-brntn-garage","payment-form-accepted","credit-debit-card"
"park-brntn-garage","payment-form-accepted","invoice"
"park-brntn-garage","payment-form-accepted","smartcard"
"park-brntn-garage","payment-form-accepted","mobile-app"
"park-brntn-garage","payment-app","PayByPhone"
"park-brntn-garage","payment-app-url","https://www.paybyphone.com/"
"park-brntn-garage","payment-app-id","4403"
"park-brntn-garage","fee-daily","$7 for first 24 hours, $8 for each additional 24 hours"
"park-brntn-garage","fee-monthly","$200"
"park-brntn-garage","weekday-utilization-summary","No data"
"ev-brntn-garage","capacity","5"
"park-FR-0115","enclosed","2"
"park-FR-0115","attended","2"
"park-FR-0115","capacity","24"
"park-FR-0115","capacity-accessible","1"
"park-FR-0115","operator","Republic Parking System"
"park-FR-0115","owner","MBTA"
"park-FR-0115","contact","MBTA Customer Support"
"park-FR-0115","contact-url","http://www.parkmbta.com/"
"park-FR-0115","contact-phone","617-222-3200"
"park-FR-0115","address","1 Sawyer Rd, Waltham, MA 02453"
"park-FR-0115","municipality","Waltham"
"park-FR-0115","payment-form-accepted","invoice"
"park-FR-0115","payment-form-accepted","mobile-app"
"park-FR-0115","payment-app","PayByPhone"
"park-FR-0115","payment-app-url","https://www.paybyphone.com/"
"park-FR-0115","payment-app-id","4250"
"park-FR-0115","fee-daily","$4 PayByPhone, $4.50 invoice"
"park-FR-0115","fee-monthly","$70"
"park-FR-0115","weekday-typical-utilization","14"
"park-FR-0115","weekday-utilization-summary","Utilization never crosses 90% of capacity"
"park-MM-0277","enclosed","2"
"park-MM-0277","attended","2"
"park-MM-0277","capacity","502"
"park-MM-0277","capacity-accessible","10"
"park-MM-0277","operator","Republic Parking System"
"park-MM-0277","owner","MBTA"
"park-MM-0277","contact","MBTA Customer Support"
"park-MM-0277","contact-url","http://www.parkmbta.com/"
"park-MM-0277","contact-phone","617-222-3200"
"park-MM-0277","address","85 Burrill Ave, Bridgewater, MA 02324"
"park-MM-0277","municipality","Bridgewater"
"park-MM-0277","payment-form-accepted","invoice"
"park-MM-0277","payment-form-accepted","mobile-app"
"park-MM-0277","payment-app","PayByPhone"
"park-MM-0277","payment-app-url","https://www.paybyphone.com/"
"park-MM-0277","payment-app-id","4404"
"park-MM-0277","fee-daily","$4 PayByPhone, $4.50 invoice"
"park-MM-0277","fee-monthly","$70"
"park-MM-0277","weekday-typical-utilization","314"
"park-MM-0277","weekday-utilization-summary","Utilization never crosses 90% of capacity"
"park-MM-0200","enclosed","2"
"park-MM-0200","attended","2"
"park-MM-0200","capacity","266"
"park-MM-0200","capacity-accessible","10"
"park-MM-0200","operator","Brockton Area Transit Authority"
"park-MM-0200","owner","Local transit authority"
"park-MM-0200","contact","BAT"
"park-MM-0200","contact-url","http://www.ridebat.com/about/parking/"
"park-MM-0200","contact-phone","508-588-1000"
"park-MM-0200","address","7 Commercial St, Brockton, MA 02302"
"park-MM-0200","municipality","Brockton"
"park-MM-0200","payment-form-accepted","cash"
"park-MM-0200","payment-form-accepted","credit-debit-card"
"park-MM-0200","payment-form-accepted","smartcard"
"park-MM-0200","payment-form-accepted","mobile-app"
"park-MM-0200","payment-app","mPay2Park"
"park-MM-0200","payment-app-url","http://mpay2park.com/"
"park-MM-0200","fee-daily","$3 cash/credit, $2.35 mPay2Park, $2 Smart Card"
"park-MM-0200","note","Brockton Area Transit Authority (BAT) is responsible for parking maintenance, payments, and snow removal."
"park-butlr","enclosed","2"
"park-butlr","attended","2"
"park-butlr","capacity","44"
"park-butlr","operator","Republic Parking System"
"park-butlr","owner","MBTA"
"park-butlr","contact","MBTA Customer Support"
"park-butlr","contact-url","http://www.parkmbta.com/"
"park-butlr","contact-phone","617-222-3200"
"park-butlr","address","Butler St and Branchfield St, Dorchester, MA 02124"
"park-butlr","municipality","Boston"
"park-butlr","payment-form-accepted","invoice"
"park-butlr","payment-form-accepted","mobile-app"
"park-butlr","payment-app","PayByPhone"
"park-butlr","payment-app-url","https://www.paybyphone.com/"
"park-butlr","payment-app-id","4405"
"park-butlr","fee-daily","$4 PayByPhone, $4.50 invoice"
"park-butlr","fee-monthly","$70"
"park-butlr","weekday-typical-utilization","33"
"park-butlr","weekday-utilization-summary","Utilization never crosses 90% of capacity"
"park-MM-0219","enclosed","2"
"park-MM-0219","attended","2"
"park-MM-0219","capacity","535"
"park-MM-0219","capacity-accessible","11"
"park-MM-0219","operator","Republic Parking System"
"park-MM-0219","owner","MBTA"
"park-MM-0219","contact","MBTA Customer Support"
"park-MM-0219","contact-url","http://www.parkmbta.com/"
"park-MM-0219","contact-phone","617-222-3200"
"park-MM-0219","address","30 Riverside Ave, Brockton, MA 02301"
"park-MM-0219","municipality","Brockton"
"park-MM-0219","payment-form-accepted","invoice"
"park-MM-0219","payment-form-accepted","mobile-app"
"park-MM-0219","payment-app","PayByPhone"
"park-MM-0219","payment-app-url","https://www.paybyphone.com/"
"park-MM-0219","payment-app-id","4421"
"park-MM-0219","fee-daily","$4 PayByPhone, $4.50 invoice"
"park-MM-0219","fee-monthly","$70"
"park-MM-0219","weekday-typical-utilization","188"
"park-MM-0219","weekday-utilization-summary","Utilization never crosses 90% of capacity"
"park-SB-0156","enclosed","2"
"park-SB-0156","attended","2"
"park-SB-0156","capacity","215"
"park-SB-0156","capacity-accessible","4"
"park-SB-0156","operator","Republic Parking System"
"park-SB-0156","owner","MBTA"
"park-SB-0156","contact","MBTA Customer Support"
"park-SB-0156","contact-url","http://www.parkmbta.com/"
"park-SB-0156","contact-phone","617-222-3200"
"park-SB-0156","address","710 Washington St, Canton, MA 02021"
"park-SB-0156","municipality","Canton"
"park-SB-0156","payment-form-accepted","invoice"
"park-SB-0156","payment-form-accepted","mobile-app"
"park-SB-0156","payment-app","PayByPhone"
"park-SB-0156","payment-app-url","https://www.paybyphone.com/"
"park-SB-0156","payment-app-id","4361"
"park-SB-0156","fee-daily","$4 PayByPhone, $4.50 invoice"
"park-SB-0156","fee-monthly","$70"
"park-SB-0156","weekday-typical-utilization","181"
"park-SB-0156","weekday-utilization-summary","Utilization never crosses 90% of capacity"
"park-NEC-2139","enclosed","2"
"park-NEC-2139","attended","2"
"park-NEC-2139","capacity","764"
"park-NEC-2139","capacity-accessible","14"
"park-NEC-2139","operator","Republic Parking System"
"park-NEC-2139","owner","MBTA"
"park-NEC-2139","contact","MBTA Customer Support"
"park-NEC-2139","contact-url","http://www.parkmbta.com/"
"park-NEC-2139","contact-phone","617-222-3200"
"park-NEC-2139","address","Beaumont St and Sherman St, Canton, MA 02021"
"park-NEC-2139","municipality","Canton"
"park-NEC-2139","payment-form-accepted","invoice"
"park-NEC-2139","payment-form-accepted","mobile-app"
"park-NEC-2139","payment-app","PayByPhone"
"park-NEC-2139","payment-app-url","https://www.paybyphone.com/"
"park-NEC-2139","payment-app-id","4362"
"park-NEC-2139","fee-daily","$4 PayByPhone, $4.50 invoice"
"park-NEC-2139","fee-monthly","$70"
"park-NEC-2139","weekday-typical-utilization","635"
"park-NEC-2139","weekday-utilization-summary","Utilization never crosses 90% of capacity"
"park-chhil","enclosed","2"
"park-chhil","attended","2"
"park-chhil","capacity","70"
"park-chhil","operator","Republic Parking System"
"park-chhil","owner","MBTA"
"park-chhil","contact","MBTA Customer Support"
"park-chhil","contact-url","http://www.parkmbta.com/"
"park-chhil","contact-phone","617-222-3200"
"park-chhil","address","Hammond St and Boylston St, Newton, MA 02467"
"park-chhil","municipality","Newton"
"park-chhil","payment-form-accepted","invoice"
"park-chhil","payment-form-accepted","mobile-app"
"park-chhil","payment-app","PayByPhone"
"park-chhil","payment-app-url","https://www.paybyphone.com/"
"park-chhil","payment-app-id","4251"
"park-chhil","fee-daily","$6 PayByPhone, $6.50 invoice"
"park-chhil","weekday-typical-utilization","68"
"park-chhil","weekday-utilization-summary","Arrive before a certain time"
"park-chhil","weekday-arrive-before","06:30:00"
"park-GRB-0199","enclosed","2"
"park-GRB-0199","attended","2"
"park-GRB-0199","capacity","410"
"park-GRB-0199","capacity-accessible","10"
"park-GRB-0199","operator","Republic Parking System"
"park-GRB-0199","owner","MBTA"
"park-GRB-0199","contact","MBTA Customer Support"
"park-GRB-0199","contact-url","http://www.parkmbta.com/"
"park-GRB-0199","contact-phone","617-222-3200"
"park-GRB-0199","address","110 Chief Justice Cushing Highway, Cohasset, MA 02025"
"park-GRB-0199","municipality","Cohasset"
"park-GRB-0199","payment-form-accepted","invoice"
"park-GRB-0199","payment-form-accepted","mobile-app"
"park-GRB-0199","payment-app","PayByPhone"
"park-GRB-0199","payment-app-url","https://www.paybyphone.com/"
"park-GRB-0199","payment-app-id","4429"
"park-GRB-0199","fee-daily","$4 PayByPhone, $4.50 invoice"
"park-GRB-0199","fee-monthly","$70"
"park-GRB-0199","weekday-typical-utilization","216"
"park-GRB-0199","weekday-utilization-summary","Utilization never crosses 90% of capacity"
"park-FR-0201","enclosed","2"
"park-FR-0201","attended","2"
"park-FR-0201","capacity","86"
"park-FR-0201","capacity-accessible","2"
"park-FR-0201","operator","Town of Concord"
"park-FR-0201","owner","City/Town"
"park-FR-0201","contact","Town of Concord, Treasurer/Collector's Office"
"park-FR-0201","contact-url","http://www.concordma.gov/1904/Park"
"park-FR-0201","contact-phone","978-318-3050"
"park-FR-0201","address","90 Thoreau St, Concord, MA"
"park-FR-0201","municipality","Concord"
"park-FR-0201","fee-daily","free"
"park-FR-0201","note","Town of Concord is responsible for parking maintenance, payments, and snow removal."
"park-FB-0118","enclosed","2"
"park-FB-0118","attended","2"
"park-FB-0118","capacity","497"
"park-FB-0118","capacity-accessible","11"
"park-FB-0118","operator","Republic Parking System"
"park-FB-0118","owner","MBTA"
"park-FB-0118","contact","MBTA Customer Support"
"park-FB-0118","contact-url","http://www.parkmbta.com/"
"park-FB-0118","contact-phone","617-222-3200"
"park-FB-0118","address","125 Allied Dr, Dedham, MA 02026"
"park-FB-0118","municipality","Dedham"
"park-FB-0118","payment-form-accepted","invoice"
"park-FB-0118","payment-form-accepted","mobile-app"
"park-FB-0118","payment-app","PayByPhone"
"park-FB-0118","payment-app-url","https://www.paybyphone.com/"
"park-FB-0118","payment-app-id","4363"
"park-FB-0118","fee-daily","$4 PayByPhone, $4.50 invoice"
"park-FB-0118","fee-monthly","$70"
"park-FB-0118","weekday-typical-utilization","257"
"park-FB-0118","weekday-utilization-summary","Utilization never crosses 90% of capacity"
"park-GRB-0146","enclosed","2"
"park-GRB-0146","attended","2"
"park-GRB-0146","capacity","335"
"park-GRB-0146","capacity-accessible","8"
"park-GRB-0146","operator","Republic Parking System"
"park-GRB-0146","owner","MBTA"
"park-GRB-0146","contact","MBTA Customer Support"
"park-GRB-0146","contact-url","http://www.parkmbta.com/"
"park-GRB-0146","contact-phone","617-222-3200"
"park-GRB-0146","address","1590 Commercial St, East Weymouth, MA, 02189"
"park-GRB-0146","municipality","East Weymouth"
"park-GRB-0146","payment-form-accepted","invoice"
"park-GRB-0146","payment-form-accepted","mobile-app"
"park-GRB-0146","payment-app","PayByPhone"
"park-GRB-0146","payment-app-url","https://www.paybyphone.com/"
"park-GRB-0146","payment-app-id","4434"
"park-GRB-0146","fee-daily","$4 PayByPhone, $4.50 invoice"
"park-GRB-0146","fee-monthly","$70"
"park-GRB-0146","weekday-typical-utilization","328"
"park-GRB-0146","weekday-utilization-summary","Arrive before a certain time"
"park-GRB-0146","weekday-arrive-before","07:30:00"
"park-eliot","enclosed","2"
"park-eliot","attended","2"
"park-eliot","capacity","55"
"park-eliot","operator","Republic Parking System"
"park-eliot","owner","MBTA"
"park-eliot","contact","MBTA Customer Support"
"park-eliot","contact-url","http://www.parkmbta.com/"
"park-eliot","contact-phone","617-222-3200"
"park-eliot","address","248 Lincoln St, Newton, MA 02461"
"park-eliot","municipality","Newton"
"park-eliot","payment-form-accepted","invoice"
"park-eliot","payment-form-accepted","mobile-app"
"park-eliot","payment-app","PayByPhone"
"park-eliot","payment-app-url","https://www.paybyphone.com/"
"park-eliot","payment-app-id","4253"
"park-eliot","fee-daily","$6 PayByPhone, $6.50 invoice"
"park-eliot","weekday-typical-utilization","51"
"park-eliot","weekday-utilization-summary","Arrive before a certain time"
"park-eliot","weekday-arrive-before","07:30:00"
"park-FB-0109","enclosed","2"
"park-FB-0109","attended","2"
"park-FB-0109","capacity","45"
"park-FB-0109","operator","Town of Dedham"
"park-FB-0109","owner","City/Town"
"park-FB-0109","contact","Dedham Town Hall"
"park-FB-0109","contact-url","http://www.dedham-ma.gov/Home/Components/BusinessDirectory/BusinessDirectory/116/759"
"park-FB-0109","contact-phone","781-751-9100"
"park-FB-0109","address","186 Grant Ave, Dedham, MA 02026"
"park-FB-0109","municipality","Dedham"
"park-FB-0109","fee-daily","free"
"park-FB-0109","note","Town of Dedham is responsible for parking maintenance, payments, and snow removal."
"park-DB-2205","enclosed","2"
"park-DB-2205","attended","2"
"park-DB-2205","capacity","51"
"park-DB-2205","capacity-accessible","2"
"park-DB-2205","operator","Republic Parking System"
"park-DB-2205","owner","MBTA"
"park-DB-2205","contact","MBTA Customer Support"
"park-DB-2205","contact-url","http://www.parkmbta.com/"
"park-DB-2205","contact-phone","617-222-3200"
"park-DB-2205","address","Fairmount Ave and Truman Hwy, Hyde Park, MA 02136"
"park-DB-2205","municipality","Boston"
"park-DB-2205","payment-form-accepted","invoice"
"park-DB-2205","payment-form-accepted","mobile-app"
"park-DB-2205","payment-app","PayByPhone"
"park-DB-2205","payment-app-url","https://www.paybyphone.com/"
"park-DB-2205","payment-app-id","4364"
"park-DB-2205","fee-daily","$4 PayByPhone, $4.50 invoice"
"park-DB-2205","fee-monthly","$70"
"park-DB-2205","weekday-typical-utilization","28"
"park-DB-2205","weekday-utilization-summary","Utilization never crosses 90% of capacity"
